Datetime (UTC),Actual Carbon Intensity (gCO2/kWh),Forecast Carbon Intensity (gCO2/kWh),Index
2022-08-07T16:00Z,181,136,moderate
2022-08-07T16:30Z,192,158,moderate
2022-08-07T17:00Z,203,188,moderate
2022-08-07T17:30Z,210,200,high
2022-08-07T18:00Z,217,209,high
2022-08-07T18:30Z,227,216,high
2022-08-07T19:00Z,236,220,high
2022-08-07T19:30Z,244,229,high
2022-08-07T20:00Z,247,238,high
2022-08-07T20:30Z,247,245,high
2022-08-07T21:00Z,249,247,high
2022-08-07T21:30Z,245,248,high
2022-08-07T22:00Z,244,249,high
2022-08-07T22:30Z,237,245,high
2022-08-07T23:00Z,240,246,high
2022-08-07T23:30Z,241,240,high
2022-08-08T00:00Z,241,238,high
2022-08-08T00:30Z,242,238,high
2022-08-08T01:00Z,238,239,high
2022-08-08T01:30Z,237,244,high
2022-08-08T02:00Z,239,245,high
2022-08-08T02:30Z,240,247,high
2022-08-08T03:00Z,242,240,high
2022-08-08T03:30Z,245,240,high
2022-08-08T04:00Z,246,237,high
2022-08-08T04:30Z,249,243,high
2022-08-08T05:00Z,247,249,high
2022-08-08T05:30Z,256,250,high
2022-08-08T06:00Z,258,252,high
2022-08-08T06:30Z,254,252,high
2022-08-08T07:00Z,240,252,high
2022-08-08T07:30Z,239,248,high
2022-08-08T08:00Z,235,235,high
2022-08-08T08:30Z,228,230,high
2022-08-08T09:00Z,219,227,high
2022-08-08T09:30Z,214,222,high
2022-08-08T10:00Z,201,216,moderate
2022-08-08T10:30Z,198,212,moderate
2022-08-08T11:00Z,196,209,moderate
2022-08-08T11:30Z,193,206,moderate
2022-08-08T12:00Z,194,199,moderate
2022-08-08T12:30Z,196,198,moderate
2022-08-08T13:00Z,199,196,moderate
2022-08-08T13:30Z,201,197,moderate
2022-08-08T14:00Z,203,202,moderate
2022-08-08T14:30Z,207,203,moderate
2022-08-08T15:00Z,214,205,high
2022-08-08T15:30Z,220,211,high
2022-08-08T16:00Z,220,213,high
2022-08-08T16:30Z,227,220,high
2022-08-08T17:00Z,232,225,high
2022-08-08T17:30Z,238,223,high
2022-08-08T18:00Z,242,233,high
2022-08-08T18:30Z,249,238,high
2022-08-08T19:00Z,257,248,high
2022-08-08T19:30Z,260,250,high
2022-08-08T20:00Z,264,255,high
2022-08-08T20:30Z,263,258,high
2022-08-08T21:00Z,262,264,high
2022-08-08T21:30Z,261,265,high
2022-08-08T22:00Z,259,262,high
2022-08-08T22:30Z,261,259,high
2022-08-08T23:00Z,263,259,high
2022-08-08T23:30Z,260,262,high
2022-08-09T00:00Z,262,262,high
2022-08-09T00:30Z,264,261,high
2022-08-09T01:00Z,265,263,high
2022-08-09T01:30Z,264,261,high
2022-08-09T02:00Z,266,259,high
2022-08-09T02:30Z,265,262,high
2022-08-09T03:00Z,266,259,high
2022-08-09T03:30Z,264,262,high
2022-08-09T04:00Z,260,258,high
2022-08-09T04:30Z,260,263,high
2022-08-09T05:00Z,253,259,high
2022-08-09T05:30Z,254,258,high
2022-08-09T06:00Z,255,253,high
2022-08-09T06:30Z,247,254,high
2022-08-09T07:00Z,242,247,high
2022-08-09T07:30Z,234,241,high
2022-08-09T08:00Z,231,236,high
2022-08-09T08:30Z,223,231,high
2022-08-09T09:00Z,218,222,high
2022-08-09T09:30Z,211,216,high
2022-08-09T10:00Z,204,213,moderate
2022-08-09T10:30Z,194,207,moderate
2022-08-09T11:00Z,195,199,moderate
2022-08-09T11:30Z,191,197,moderate
2022-08-09T12:00Z,188,190,moderate
2022-08-09T12:30Z,185,189,moderate
2022-08-09T13:00Z,187,182,moderate
2022-08-09T13:30Z,187,182,moderate
2022-08-09T14:00Z,194,186,moderate
2022-08-09T14:30Z,199,185,moderate
2022-08-09T15:00Z,202,189,moderate
2022-08-09T15:30Z,210,198,high
2022-08-09T16:00Z,211,203,high
2022-08-09T16:30Z,215,208,high
2022-08-09T17:00Z,216,210,high
2022-08-09T17:30Z,221,214,high
2022-08-09T18:00Z,222,215,high
2022-08-09T18:30Z,228,224,high
2022-08-09T19:00Z,239,230,high
2022-08-09T19:30Z,244,231,high
2022-08-09T20:00Z,251,233,high
2022-08-09T20:30Z,251,235,high
2022-08-09T21:00Z,246,239,high
2022-08-09T21:30Z,248,236,high
2022-08-09T22:00Z,245,244,high
2022-08-09T22:30Z,242,247,high
2022-08-09T23:00Z,246,247,high
2022-08-09T23:30Z,246,244,high
2022-08-10T00:00Z,247,241,high
2022-08-10T00:30Z,248,247,high
2022-08-10T01:00Z,251,247,high
2022-08-10T01:30Z,252,244,high
2022-08-10T02:00Z,253,244,high
2022-08-10T02:30Z,253,249,high
2022-08-10T03:00Z,252,246,high
2022-08-10T03:30Z,253,248,high
2022-08-10T04:00Z,253,255,high
2022-08-10T04:30Z,252,259,high
2022-08-10T05:00Z,253,256,high
2022-08-10T05:30Z,252,254,high
2022-08-10T06:00Z,250,248,high
2022-08-10T06:30Z,251,249,high
2022-08-10T07:00Z,245,247,high
2022-08-10T07:30Z,238,252,high
2022-08-10T08:00Z,226,237,high
2022-08-10T08:30Z,215,229,high
2022-08-10T09:00Z,213,222,high
2022-08-10T09:30Z,206,216,moderate
2022-08-10T10:00Z,196,210,moderate
2022-08-10T10:30Z,192,196,moderate
2022-08-10T11:00Z,190,187,moderate
2022-08-10T11:30Z,184,191,moderate
2022-08-10T12:00Z,182,186,moderate
2022-08-10T12:30Z,182,113,moderate
2022-08-10T13:00Z,181,177,moderate
2022-08-10T13:30Z,181,179,moderate
2022-08-10T14:00Z,186,179,moderate
2022-08-10T14:30Z,191,185,moderate
2022-08-10T15:00Z,201,194,moderate
2022-08-10T15:30Z,208,197,moderate
2022-08-10T16:00Z,212,202,high
2022-08-10T16:30Z,216,208,high
2022-08-10T17:00Z,215,217,high
2022-08-10T17:30Z,220,220,high
2022-08-10T18:00Z,222,219,high
2022-08-10T18:30Z,232,223,high
2022-08-10T19:00Z,244,227,high
2022-08-10T19:30Z,246,233,high
2022-08-10T20:00Z,255,245,high
2022-08-10T20:30Z,258,248,high
2022-08-10T21:00Z,256,259,high
2022-08-10T21:30Z,256,261,high
2022-08-10T22:00Z,264,263,high
2022-08-10T22:30Z,267,262,high
2022-08-10T23:00Z,269,262,high
2022-08-10T23:30Z,270,265,high
2022-08-11T00:00Z,273,265,high
2022-08-11T00:30Z,274,264,high
2022-08-11T01:00Z,275,268,high
2022-08-11T01:30Z,275,270,high
2022-08-11T02:00Z,278,272,high
2022-08-11T02:30Z,278,274,high
2022-08-11T03:00Z,279,275,high
2022-08-11T03:30Z,280,275,high
2022-08-11T04:00Z,280,273,high
2022-08-11T04:30Z,282,270,high
2022-08-11T05:00Z,276,273,high
2022-08-11T05:30Z,278,273,high
2022-08-11T06:00Z,276,273,high
2022-08-11T06:30Z,272,275,high
2022-08-11T07:00Z,263,380,high
2022-08-11T07:30Z,255,259,high
2022-08-11T08:00Z,239,255,high
2022-08-11T08:30Z,230,254,high
2022-08-11T09:00Z,226,240,high
2022-08-11T09:30Z,218,228,high
2022-08-11T10:00Z,215,226,high
2022-08-11T10:30Z,210,217,high
2022-08-11T11:00Z,213,215,high
2022-08-11T11:30Z,211,212,high
2022-08-11T12:00Z,203,206,moderate
2022-08-11T12:30Z,199,203,moderate
2022-08-11T13:00Z,196,201,moderate
2022-08-11T13:30Z,196,196,moderate
2022-08-11T14:00Z,188,187,moderate
2022-08-11T14:30Z,191,189,moderate
2022-08-11T15:00Z,191,194,moderate
2022-08-11T15:30Z,196,202,moderate
2022-08-11T16:00Z,208,201,moderate
2022-08-11T16:30Z,214,208,high
2022-08-11T17:00Z,224,211,high
2022-08-11T17:30Z,230,214,high
2022-08-11T18:00Z,232,218,high
2022-08-11T18:30Z,237,232,high
2022-08-11T19:00Z,252,232,high
2022-08-11T19:30Z,261,236,high
2022-08-11T20:00Z,264,245,high
2022-08-11T20:30Z,256,254,high
2022-08-11T21:00Z,261,261,high
2022-08-11T21:30Z,262,259,high
2022-08-11T22:00Z,260,261,high
2022-08-11T22:30Z,261,259,high
2022-08-11T23:00Z,266,263,high
2022-08-11T23:30Z,267,266,high
2022-08-12T00:00Z,269,266,high
2022-08-12T00:30Z,269,268,high
2022-08-12T01:00Z,273,271,high
2022-08-12T01:30Z,274,272,high
2022-08-12T02:00Z,278,274,high
2022-08-12T02:30Z,278,276,high
2022-08-12T03:00Z,279,279,high
2022-08-12T03:30Z,282,278,high
2022-08-12T04:00Z,282,278,high
2022-08-12T04:30Z,280,280,high
2022-08-12T05:00Z,273,281,high
2022-08-12T05:30Z,270,269,high
2022-08-12T06:00Z,258,268,high
2022-08-12T06:30Z,255,264,high
2022-08-12T07:00Z,249,269,high
2022-08-12T07:30Z,244,261,high
2022-08-12T08:00Z,237,242,high
2022-08-12T08:30Z,231,239,high
2022-08-12T09:00Z,225,234,high
2022-08-12T09:30Z,219,232,high
2022-08-12T10:00Z,213,222,high
2022-08-12T10:30Z,204,217,moderate
2022-08-12T11:00Z,201,214,moderate
2022-08-12T11:30Z,198,213,moderate
2022-08-12T12:00Z,197,209,moderate
2022-08-12T12:30Z,195,208,moderate
2022-08-12T13:00Z,193,207,moderate
2022-08-12T13:30Z,194,205,moderate
2022-08-12T14:00Z,195,204,moderate
2022-08-12T14:30Z,199,206,moderate
2022-08-12T15:00Z,201,206,moderate
2022-08-12T15:30Z,206,208,moderate
2022-08-12T16:00Z,202,208,moderate
2022-08-12T16:30Z,209,211,moderate
2022-08-12T17:00Z,211,204,high
2022-08-12T17:30Z,215,212,high
2022-08-12T18:00Z,222,215,high
2022-08-12T18:30Z,230,218,high
